# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BCES01893|*|unlock|known|eboot_pc|Unlock FPS|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BCES01893|*|60|known|eboot_pc|60 FPS target|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BLES00144|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00B9D904 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Stranglehold.|120
BLUS30080|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00B9D904 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Stranglehold.|120
BLUS30081|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00B9D904 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Stranglehold.|120
BLES01962|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00846310 38600002;0 00282B2C 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia 2.|120
BLJS10188|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0082D108 38600002;0 0027A45C 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia 2.|120
BLJS10188|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00832460 38600002;0 0027A9CC 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia 2.|120
BLUS31397|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00846290 38600002;0 00282AF4 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia 2.|120
BLUS31397|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00846290 38600002;0 00282AF4 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia 2.|120
BLES01815|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00710694 38600002;0 0023F114 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia.|120
BLJS10120|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0070725C 38600002;0 00239B7C 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia.|120
BLUS31006|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00710694 38600001;0 0023F114 3A900001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tales Of Xillia.|120
NPEB01425|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0091E3C4 60000000;0 0091E424 60000000;0 0091E428 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Teenage Mutant Ninja Turtles Out Of The Shadows.|120
BLES00058|01.03|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000AF0D0 48000014|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Darkness.|120
BLUS30035|01.03|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000AF0D0 48000014|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Darkness.|120
BLES00163|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00AAED04 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Elder Scrolls 4 Oblivion GOTY Edition.|120
BLUS30087|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00AAED04 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Elder Scrolls 4 Oblivion GOTY Edition.|120
BLES01886|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 008EDB64 F8051C60|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Elder Scrolls 5 Skyrim Legendary Edition.|120
BLUS31202|01.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01916|01.05|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01916|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Evil Within.|120
NPEB01797|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Evil Within.|120
BLES00477|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0074F1BC 42800030;0 00750454 38600001;0 00751AA8 38600001;0 00750620 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Godfather II.|120
BCES01584|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00039D08 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last Of Us.|120
BCES01585|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00039D08 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last Of Us.|120
BCUS98174|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00039D08 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last Of Us.|120
BCES01584|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last Of Us.|120
BCES01585|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last Of Us.|120
BCUS98174|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last Of Us.|120
BCAS20270|01.11|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00039D08 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BCES01584|01.11|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00039D08 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BCES01585|01.11|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98174|01.11|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00039D08 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BCAS20270|01.11|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BCES01584|01.11|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BCES01585|01.11|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BCUS98174|01.11|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00036AB8 38A00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: The Last of Us.|120
BLES01848|*|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 003838FC 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Time And Eternity.|120
BLES01879|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00210450 38600001;0 00BB2080 38800000;0 00BB2090 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tom Clancy's Splinter Cell Blacklist.|120
BLES01146|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000107F4 4800006C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tom Clancy's Splinter Cell.|120
BLUS30761|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000107F4 4800006C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tom Clancy's Splinter Cell.|120
BLES01146|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000107F4 4800006C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tom Clancy's Splinter Cell.|120
BLUS30761|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000107F4 4800006C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tom Clancy's Splinter Cell.|120
BLES01780|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
BLES01781|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
BLJM60557|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
BLUS31036|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
NPUB31146|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
BLES01780|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
BLUS31036|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0028F0C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Tomb Raider.|120
BLUS31036|01.03|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00833|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0020099C C03F0BB8|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Transformers Kampf Um Cybertron.|120
BLUS30357|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0020099C C03F0BB8|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Transformers Kampf Um Cybertron.|120
BCES01010|01.01|60|untested|ncl|60 FPS v01.06 (RPCS3)|RPCS3 converted USERLIST|0 0065DBAC 9383|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Twisted Metal.|120
BCUS98106|01.01|60|untested|ncl|60 FPS v01.06 (RPCS3)|RPCS3 converted USERLIST|0 0065DBAC 9383|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Twisted Metal.|120
BCES01010|01.00|60|untested|ncl|60 FPS v01.06 (RPCS3)|RPCS3 converted USERLIST|0 0065DBAC 9383|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Twisted Metal.|120
BCUS98106|01.00|60|untested|ncl|60 FPS v01.06 (RPCS3)|RPCS3 converted USERLIST|0 0065DBAC 9383|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Twisted Metal.|120
BLJS10301|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 006BAC64 60000000;0 012A115C 3C888889;0 01297828 41700000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ukiyo No Shishi.|120
BCAS20097|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00509|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCAS20097|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00509|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00509|01.09|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C26F0 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00509|01.09|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C26F0 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00757|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCUS98213|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00757|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCUS98213|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00757|01.09|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C26F0 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCES00757|01.09|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C26F0 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
NPEA00365|01.00|60|untested|ncl|60 FPS v01.10 (RPCS3)|RPCS3 converted USERLIST|0 000C2BB8 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
NPEA00365|01.00|60|untested|ncl|Unlock FPS v01.10 (RPCS3)|RPCS3 converted USERLIST|0 000C2BB8 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
NPUA80698|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C2BB8 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
NPUA80698|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C2BB8 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 2 Among Thieves.|120
BCAS25014|01.15|60|untested|ncl|Unlock FPS v01.19 (RPCS3)|RPCS3 converted USERLIST|0 0096E97C 93630014;0 0096E980 93630018|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 3 Drake's Deception.|120
BCES01175|01.17|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 0093B348 90E30034;0 0093B34C 90E30038|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 3 Drake's Deception.|120
BCES01175|01.18|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 0093B348 90E30034;0 0093B34C 90E30038|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 3 Drake's Deception.|120
BCES01175|01.19|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0096E97C 93630014;0 0096E980 93630018|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 3 Drake's Deception.|120
BCES01670|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0096E97C 93630014;0 0096E980 93630018|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted 3 Drake's Deception.|120
BCAS20024|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCES00065|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00BB4350 00000001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCES00065|01.00|60|untested|ncl|Unlock FPS v01.01 (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCES00065|01.01|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES00065|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCES00065|01.10|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00BB4350 00000001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCUS98103|01.10|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00BB4350 00000001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCES00065|01.10|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCUS98103|01.10|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCUS98103|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00BB4350 00000001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCUS98103|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Drake's Fortune.|120
BCJS30015|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000E515C 901D|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted El Dorado No Hihou.|120
BCJS30035|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Ougontou To Kieta Sendan.|120
BCJS30035|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C9250 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Ougontou To Kieta Sendan.|120
BCJS30035|01.09|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000C26F0 9163|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Ougontou To Kieta Sendan.|120
BCJS30035|01.09|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000C26F0 9183|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Uncharted Ougontou To Kieta Sendan.|120
NPEB00636|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00370AF8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Warp.|120
NPUB30543|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00370AF8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Warp.|120
BLES00707|01.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30403|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00964704 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Wet.|120
